title,text,subject,date
TOKYO (Reuters) - Bank of Japan maintains interest rates amid climate legislation outlook,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and climate legislation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,17-Jun-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,25-Aug-18
NEW YORK (Reuters) - U.N. Security Council holds emergency session on healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,21-Aug-17
PARIS (Reuters) - French government outlines economic strategy for healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,10-Jun-16
LONDON (Reuters) - Parliament votes on new legislation regarding tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,19-Jun-18
LONDON (Reuters) - Parliament votes on new legislation regarding energy policy,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding energy policy. Official spokesperson Elon Musk stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,20-Jun-15
LONDON (Reuters) - Parliament votes on new legislation regarding global trade agreements,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,21-Jul-18
PARIS (Reuters) - French government outlines economic strategy for economic inflation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,27-Oct-17
LONDON (Reuters) - Parliament votes on new legislation regarding global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,06-Dec-17
GENEVA (Reuters) - World Health Organization issues international update on tax regulations,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and tax regulations. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,25-Feb-16
BEIJING (Reuters) - Commerce Ministry announces official statement on energy policy trade deal,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding energy policy. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,11-Jun-16
GENEVA (Reuters) - World Health Organization issues international update on national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,30-Nov-16
BEIJING (Reuters) - Commerce Ministry announces official statement on economic inflation trade deal,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,19-Mar-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,29-Apr-18
WASHINGTON (Reuters) - Bill Gates meets with foreign leaders to discuss climate legislation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding climate legislation. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,17-Jul-15
TOKYO (Reuters) - Bank of Japan maintains interest rates amid climate legislation outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,11-Jan-15
PARIS (Reuters) - French government outlines economic strategy for global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,18-Mar-17
PARIS (Reuters) - French government outlines economic strategy for global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,24-Aug-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing energy policy,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding energy policy. Official spokesperson Hillary Clinton stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,09-Oct-18
TOKYO (Reuters) - Bank of Japan maintains interest rates amid global trade agreements outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,22-Nov-18
WASHINGTON (Reuters) - Donald Trump meets with foreign leaders to discuss national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,02-Apr-17
BEIJING (Reuters) - Commerce Ministry announces official statement on cybersecurity protocols trade deal,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding cybersecurity protocols. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,23-Aug-18
NEW YORK (Reuters) - U.N. Security Council holds emergency session on climate legislation,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and climate legislation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,14-Jul-16
WASHINGTON (Reuters) - Bill Gates meets with foreign leaders to discuss tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,05-Jun-15
BEIJING (Reuters) - Commerce Ministry announces official statement on energy policy trade deal,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding energy policy. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,18-Sep-16
LONDON (Reuters) - Parliament votes on new legislation regarding global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,19-Feb-17
BEIJING (Reuters) - Commerce Ministry announces official statement on cybersecurity protocols trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,17-Aug-15
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing global trade agreements,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,20-Sep-15
BEIJING (Reuters) - Commerce Ministry announces official statement on global trade agreements trade deal,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,14-May-15
PARIS (Reuters) - French government outlines economic strategy for cybersecurity protocols,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding cybersecurity protocols. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,23-May-17
BEIJING (Reuters) - Commerce Ministry announces official statement on national security trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,04-Sep-18
WASHINGTON (Reuters) - Joe Biden meets with foreign leaders to discuss national security,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding national security. Official spokesperson Joe Biden stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,25-Mar-17
LONDON (Reuters) - Parliament votes on new legislation regarding tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,21-Jul-15
WASHINGTON (Reuters) - Donald Trump meets with foreign leaders to discuss national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,12-Jul-18
BEIJING (Reuters) - Commerce Ministry announces official statement on global trade agreements trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,22-Dec-18
BEIJING (Reuters) - Commerce Ministry announces official statement on economic inflation trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding economic inflation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,01-Mar-18
PARIS (Reuters) - French government outlines economic strategy for tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,05-Sep-15
LONDON (Reuters) - Parliament votes on new legislation regarding climate legislation,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and climate legislation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,06-Feb-18
TOKYO (Reuters) - Bank of Japan maintains interest rates amid national security outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding national security. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,26-Dec-18
WASHINGTON (Reuters) - Donald Trump meets with foreign leaders to discuss climate legislation,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and climate legislation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,09-Sep-18
WASHINGTON (Reuters) - Bill Gates meets with foreign leaders to discuss cybersecurity protocols,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,04-Oct-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing economic inflation,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding economic inflation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,21-Jan-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,17-Jul-16
GENEVA (Reuters) - World Health Organization issues international update on tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,31-Oct-18
WASHINGTON (Reuters) - Joe Biden meets with foreign leaders to discuss cybersecurity protocols,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,03-Jan-18
LONDON (Reuters) - Parliament votes on new legislation regarding national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,18-May-18
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing energy policy,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,04-Feb-15
LONDON (Reuters) - Parliament votes on new legislation regarding climate legislation,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,15-Jan-19
LONDON (Reuters) - Parliament votes on new legislation regarding national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,24-Oct-16
BEIJING (Reuters) - Commerce Ministry announces official statement on national security trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,06-Mar-15
PARIS (Reuters) - French government outlines economic strategy for economic inflation,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding economic inflation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,18-Jul-18
PARIS (Reuters) - French government outlines economic strategy for energy policy,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,08-Feb-17
BEIJING (Reuters) - Commerce Ministry announces official statement on energy policy trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and energy policy. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,28-Nov-16
NEW YORK (Reuters) - U.N. Security Council holds emergency session on healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,17-Jul-18
TOKYO (Reuters) - Bank of Japan maintains interest rates amid climate legislation outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding climate legislation. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,12-Jul-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing economic inflation,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding economic inflation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,07-Feb-16
WASHINGTON (Reuters) - Donald Trump meets with foreign leaders to discuss climate legislation,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and climate legislation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,25-Nov-17
WASHINGTON (Reuters) - Bill Gates meets with foreign leaders to discuss national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,06-Sep-18
PARIS (Reuters) - French government outlines economic strategy for economic inflation,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding economic inflation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,18-Jul-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,03-Mar-17
GENEVA (Reuters) - World Health Organization issues international update on healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,06-Mar-16
NEW YORK (Reuters) - U.N. Security Council holds emergency session on economic inflation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,23-Nov-17
TOKYO (Reuters) - Bank of Japan maintains interest rates amid global trade agreements outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,28-Jun-17
BEIJING (Reuters) - Commerce Ministry announces official statement on energy policy trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,16-Oct-16
LONDON (Reuters) - Parliament votes on new legislation regarding national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,03-Mar-15
TOKYO (Reuters) - Bank of Japan maintains interest rates amid climate legislation outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,14-Sep-18
WASHINGTON (Reuters) - Elon Musk meets with foreign leaders to discuss global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Elon Musk stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,05-Jan-19
NEW YORK (Reuters) - U.N. Security Council holds emergency session on energy policy,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,04-Nov-15
LONDON (Reuters) - Parliament votes on new legislation regarding tax regulations,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and tax regulations. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,11-Oct-18
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,03-Dec-16
NEW YORK (Reuters) - U.N. Security Council holds emergency session on tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,05-Jun-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,12-Feb-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on global trade agreements,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,21-Dec-16
NEW YORK (Reuters) - U.N. Security Council holds emergency session on cybersecurity protocols,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,27-Feb-15
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing national security,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding national security. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,06-Nov-17
PARIS (Reuters) - French government outlines economic strategy for national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,09-Nov-17
BEIJING (Reuters) - Commerce Ministry announces official statement on healthcare reform trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,22-Oct-17
PARIS (Reuters) - French government outlines economic strategy for national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,18-Apr-17
BEIJING (Reuters) - Commerce Ministry announces official statement on energy policy trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,13-Jun-18
NEW YORK (Reuters) - U.N. Security Council holds emergency session on global trade agreements,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,19-Nov-16
TOKYO (Reuters) - Bank of Japan maintains interest rates amid economic inflation outlook,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and economic inflation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,29-May-18
WASHINGTON (Reuters) - Mitch McConnell meets with foreign leaders to discuss cybersecurity protocols,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,14-Feb-16
LONDON (Reuters) - Parliament votes on new legislation regarding economic inflation,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding economic inflation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,07-Aug-17
GENEVA (Reuters) - World Health Organization issues international update on healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,08-Mar-16
GENEVA (Reuters) - World Health Organization issues international update on tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,19-May-18
WASHINGTON (Reuters) - Joe Biden meets with foreign leaders to discuss economic inflation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Joe Biden stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,19-Feb-18
GENEVA (Reuters) - World Health Organization issues international update on tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Hillary Clinton stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,19-Nov-18
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing cybersecurity protocols,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and cybersecurity protocols. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,26-Oct-16
BEIJING (Reuters) - Commerce Ministry announces official statement on global trade agreements trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,13-Aug-16
BEIJING (Reuters) - Commerce Ministry announces official statement on national security trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,09-Oct-17
BEIJING (Reuters) - Commerce Ministry announces official statement on tax regulations trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and tax regulations. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,17-Jul-16
BEIJING (Reuters) - Commerce Ministry announces official statement on cybersecurity protocols trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,14-May-17
BEIJING (Reuters) - Commerce Ministry announces official statement on climate legislation trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,07-Jan-17
GENEVA (Reuters) - World Health Organization issues international update on global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,23-Jan-18
PARIS (Reuters) - French government outlines economic strategy for tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,08-Sep-18
TOKYO (Reuters) - Bank of Japan maintains interest rates amid healthcare reform outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,23-Sep-15
GENEVA (Reuters) - World Health Organization issues international update on economic inflation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,29-Jun-15
NEW YORK (Reuters) - U.N. Security Council holds emergency session on tax regulations,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and tax regulations. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,21-Jan-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on climate legislation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding climate legislation. Official spokesperson Nancy Pelosi stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,30-Jul-16
PARIS (Reuters) - French government outlines economic strategy for healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,26-Feb-15
NEW YORK (Reuters) - U.N. Security Council holds emergency session on tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,10-Jun-16
